protein,pvalue,log2FC,adj_pvalue
THY1,0.44043459637069676,-0.5784984854225357,0.6410906972082936
UBXN1,0.12939474276754934,-0.2335903034360136,0.29917383200395165
PPP6R3,0.6118795569354133,-0.10794166421619877,0.7705475952448917
PRMT1,0.14708775046189773,-0.18668616321006581,0.3252356553360541
UBTF,0.0005454096494274667,-0.3217511231890384,0.010512408995159492
MRPL17,0.40161584366423214,-0.3134308278152389,0.6054813484577806
NPEPPS,0.015188887394339465,0.28777651985745223,0.08701014435768523
MDK,0.008543763469466177,1.6685634177632949,0.06182165061959247
SMAP;C11orf58,0.4774894770178514,-0.08908968966469288,0.6757453417445616
LMO7,0.7782356927464449,0.11720526811520315,0.8805180980788347
NDUFS8,0.9051764456955315,-0.022241114793477124,0.9476905220066225
PFDN4,0.5347387012732071,-0.06738825450935337,0.7146912391739401
FAU,0.8172716293977319,0.03140254991932778,0.9049403196889985
EEF1D,0.14356055013998495,0.19298405454099665,0.32003569928852327
PITPNA,0.5724276545055502,-0.24723567015670156,0.7403488310647793
SLC3A2,9.694278170910627e-05,0.7863761628174828,0.00449236975664752
SNRPG;SNRPGP15,0.1882112215359752,-1.1376399732054097,0.3784865210746528
MLEC,0.7926874478711443,-0.12162684628840736,0.8877375452041442
SEC23A,0.029348198648194712,1.3622070172253657,0.12175309839193921
TSG101,0.96696223768779,0.02640856830361571,0.9841047531857839
NAP1L1,0.008430428482888969,-0.4185316855403798,0.06120491078577391
GRSF1,0.31684114717905204,-0.48925323950285815,0.5200301571635082
MYO1C,0.02866080587304099,1.4940959072077717,0.12074126729493864
DDX19A;DDX19B,0.028326403788429762,-0.1853352843045677,0.12043927476470118
POLDIP3,0.011338743151934975,-0.3148682768416222,0.07349935293129278
CAD,0.012941466935821896,-0.2171140947583119,0.07984848438022688
LIMA1,0.014232992756914876,0.6582869280614325,0.08407690750501774
CHMP1A,0.8298598558850753,0.1776480564673797,0.9076079518857464
COPZ1,0.22961598481670298,0.27198710760769274,0.43169572421325597
AK2,0.20430827685763364,0.14592823412563405,0.39903188065991957
